source_image,entry_type,volume_or_year_greek,volume_or_year_english,subsection_greek,subsection_english,author_greek,author_english,normalized_author,editor_translator,title_greek,title_english,page_numbers,lecture_count,disciplines,needs_review
image_0225_right.png,Journal Article,"Παράρτημα τόμων ΙΕ', ΙΣΤ', ΙΖ', ΙΗ' (1884-1888)","Appendix to volumes 15, 16, 17, 18 (1884-1888)",Μαυρογορδάτειος Βιβλιοθήκη. Ἀνέκδοτα Ἑλληνικὰ συγγραμμάτια ἔγγραφά τε καὶ ἄλλα κείμενα,"Mavrogordateios Library. Unpublished Greek writings, documents and other texts",Α. Παπαδόπουλος Κεραμεύς,A. Papadopoulos Kerameus,"Papadopoulos Kerameus, A.",,Μάρκου τοῦ Εὐγενικοῦ συγγράμματα διάφορα σ. 94-105 ἤτοι,Various writings of Mark Eugenikos pp. 94-105 namely,,,"Theology, Philosophy",False
image_0225_right.png,Journal Article,"Παράρτημα τόμων ΙΕ', ΙΣΤ', ΙΖ', ΙΗ' (1884-1888)","Appendix to volumes 15, 16, 17, 18 (1884-1888)",Μαυρογορδάτειος Βιβλιοθήκη. Ἀνέκδοτα Ἑλληνικὰ συγγραμμάτια ἔγγραφά τε καὶ ἄλλα κείμενα,"Mavrogordateios Library. Unpublished Greek writings, documents and other texts",Α. Παπαδόπουλος Κεραμεύς,A. Papadopoulos Kerameus,"Papadopoulos Kerameus, A.",,"Περιγραφὴ κώδικος Μάρκου τοῦ Εὐγενικοῦ, περιλαμβάνοντος πολυάριθμα συγγράμματα αὐτοῦ","Description of a codex of Mark Eugenikos, containing numerous writings of his",σ. 95,,"Bibliography, Palaeography",False
image_0225_right.png,Journal Article,"Παράρτημα τόμων ΙΕ', ΙΣΤ', ΙΖ', ΙΗ' (1884-1888)","Appendix to volumes 15, 16, 17, 18 (1884-1888)",Μαυρογορδάτειος Βιβλιοθήκη. Ἀνέκδοτα Ἑλληνικὰ συγγραμμάτια ἔγγραφά τε καὶ ἄλλα κείμενα,"Mavrogordateios Library. Unpublished Greek writings, documents and other texts",Α. Παπαδόπουλος Κεραμεύς,A. Papadopoulos Kerameus,"Papadopoulos Kerameus, A.",,Μάρκου Εὐγενικοῦ ἐπιστολὴ πρὸς τὸν αὐτοκράτορα Ἰωάννην Παλαιολόγον,Letter of Mark Eugenikos to the Emperor John Palaiologos,σ. 98,,"History, Theology",False
image_0225_right.png,Journal Article,"Παράρτημα τόμων ΙΕ', ΙΣΤ', ΙΖ', ΙΗ' (1884-1888)","Appendix to volumes 15, 16, 17, 18 (1884-1888)",Μαυρογορδάτειος Βιβλιοθήκη. Ἀνέκδοτα Ἑλληνικὰ συγγραμμάτια ἔγγραφά τε καὶ ἄλλα κείμενα,"Mavrogordateios Library. Unpublished Greek writings, documents and other texts",Α. Παπαδόπουλος Κεραμεύς,A. Papadopoulos Kerameus,"Papadopoulos Kerameus, A.",,Τοῦ αὐτοῦ συναξάριον εἰς τὴν μνήμην τοῦ ὁσ. Συμ. τοῦ μεταφραστοῦ,Synaxarion by the same to the memory of the holy Symeon the Metaphrast,σ. 100,,"Theology, History",False
image_0225_right.png,Journal Article,"Παράρτημα τόμων ΙΕ', ΙΣΤ', ΙΖ', ΙΗ' (1884-1888)","Appendix to volumes 15, 16, 17, 18 (1884-1888)",Μαυρογορδάτειος Βιβλιοθήκη. Ἀνέκδοτα Ἑλληνικὰ συγγραμμάτια ἔγγραφά τε καὶ ἄλλα κείμενα,"Mavrogordateios Library. Unpublished Greek writings, documents and other texts",Α. Παπαδόπουλος Κεραμεύς,A. Papadopoulos Kerameus,"Papadopoulos Kerameus, A.",,Μάρκου τοῦ Εὐγενικοῦ ἔμμετρά τινα,Some metrical works of Mark Eugenikos,σ. 102,,"Literature, Theology",False
image_0225_right.png,Journal Article,"Παράρτημα τόμων ΙΕ', ΙΣΤ', ΙΖ', ΙΗ' (1884-1888)","Appendix to volumes 15, 16, 17, 18 (1884-1888)",Μαυρογορδάτειος Βιβλιοθήκη. Ἀνέκδοτα Ἑλληνικὰ συγγραμμάτια ἔγγραφά τε καὶ ἄλλα κείμενα,"Mavrogordateios Library. Unpublished Greek writings, documents and other texts",Α. Παπαδόπουλος Κεραμεύς,A. Papadopoulos Kerameus,"Papadopoulos Kerameus, A.",,Σχόλια εἰς Πλοῦτον καὶ Νεφέλας Ἀριστοφάνους,Scholia on Plutus and Clouds of Aristophanes,σ. 106,,"Philology, Literature",False
image_0225_right.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Αθ. Παπαδόπουλος Κεραμεύς,Ath. Papadopoulos Kerameus,"Papadopoulos Kerameus, Ath.",,Περὶ γενέσεως καὶ ἀναπτύξεως τῆς ἀρμενικῆς γραμματολογίας μέχρι τέλους τῆς Ε' χριστιανικῆς ἑκατονταετηρίδος,On the genesis and development of Armenian literature until the end of the 5th Christian century,σ. 1 - 38,,"Philology, History",False
image_0225_right.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Κ. Καλλιάδης,K. Kalliadis,"Kalliadis, K.",,Περὶ τοῦ Συλλόγου τοῦ διεθνοῦς δικαίου,On the Association of International Law,σ. 39 - 64,,"Law, Political Science",False
image_0225_right.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Δ. Σταμανιάδης,D. Stamaniadis,"Stamaniadis, D.",,Βιογραφία τοῦ ὀστρέου,Biography of the oyster,σ. 64 - 68,,"Biology, Zoology",False
image_0225_right.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Μ. Παρανίκας,M. Paranikas,"Paranikas, M.",,Ὁμηρικαὶ μελέται. Περὶ τῆς καθ' Ὅμηρον ἠθικῆς,Homeric studies. On Homeric ethics,σ. 68 - 78,,"Philology, Literature, Philosophy",False
image_0225_right.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Μ. Παρανίκας,M. Paranikas,"Paranikas, M.",,Ὁμηρικαὶ μελέται Ἰλιακά,Homeric studies Iliad,σ. 78 - 87,,"Philology, Literature",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Ἡρ. Βασιάδου,Ir. Vasiadou,"Vasiadou, Iraklis",,Εἰσαγωγὴ εἰς τὴν ἱστορίαν τοῦ ἑλληνικοῦ πολιτισμοῦ καὶ ἰδίᾳ τῆς ἑλληνικῆς παιδείας,Introduction to the history of Greek civilization and specifically of Greek education,88-90,,"History, Education",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Εἰδικῆς Ἐπιτροπῆς,Special Committee,Special Committee,,Κρίσις ἐπὶ τοῦ συγγράμματος τοῦ Σαῒτ βέη «Περὶ ἠθικῶν ἀρετῶν καὶ ἐπιστημονικῶν τελειοτήτων»,"Judgment on the book of Sait Bey ""On moral virtues and scientific perfections""",303-309,,"Philosophy, Ethics",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Φιλολ. Ἐπιτροπῆς,Philological Committee,Philological Committee,,Ἔκθεσις περὶ τοῦ Ζωγραφείου ἀγῶνος,Report on the Zografeios competition,310-320,,"Philology, Education",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Καραπανείου ἀγῶνος,Karapaneios competition,Karapaneios competition,,Γενικὸν πρόγραμμα περὶ ἐκδόσεως μεθοδικῶν βιβλίων πρὸς χρῆσιν τῶν δημοτικῶν σχολείων,General program for the publication of methodical books for the use of primary schools,301,,Education,False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Καραπανείου ἀγῶνος,Karapaneios competition,Karapaneios competition,,Εἰδικὸν πρόγραμμα πρὸς σύνταξιν Γεωγραφίας,Special program for the compilation of Geography,322-323,,"Geography, Education",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Καραπανείου ἀγῶνας,Karapaneios competition,Karapaneios competition,,Εἰδικὸν πρόγραμμα πρὸς σύνταξιν Φυσ. Ἱστορίας,Special program for the compilation of Natural History,323-324,,"Natural History, Education",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Ἀλ. Μαυρογένους,Al. Mavrogenous,"Mavrogenis, Alexandros",,Περὶ Βολταίρου καὶ ἰδίᾳ περὶ τῆς φιλανθρωπίας αὐτοῦ,On Voltaire and specifically on his philanthropy,326-327,,"Philosophy, History",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Τ. Καραθεοδωρῆ,T. Karatheodori,"Karatheodoris, Tilemachos",,Περὶ ἐφαρμογῆς τοῦ ἠλεκτρισμοῦ εἰς τὸν δημόσιον φωτισμόν,On the application of electricity to public lighting,331,,"Physics, Engineering",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Σπ. Μαυρογένους,Sp. Mavrogenous,"Mavrogenis, Spyridon",,Περὶ ὕπνου καὶ ὑπνοβατίας κατὰ τὸν Regnaud,On sleep and somnambulism according to Regnaud,336,,"Medicine, Psychology",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Ἀλ. Καραθεοδωρῆ,Al. Karatheodori,"Karatheodoris, Alexandros",,Περὶ Ἡρωνικῶν (Ἐθνολογ.),On the Heronians (Ethnology),336-340,,Ethnology,False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Κ. Ξανθοπούλου,K. Xanthopoulou,"Xanthopoulos, K.",,Περὶ τῶν ἠθικῶν Νικομαχείων τοῦ Ἀριστοτέλους,On the Nicomachean Ethics of Aristotle,348-349,,"Philosophy, Classics",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Α. Γ. Πασπάτη,A. G. Paspati,"Paspatis, Alexandros G.",,Περὶ τῶν Βυζαντινῶν Ἀνακτόρων καὶ τῶν πέριξ αὐτῶν ἱδρυμάτων,On the Byzantine Palaces and the institutions around them,"350-351, 359, 366",,"History, Archaeology, Byzantine Studies",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Σπ. Μαυρογένους,Sp. Mavrogenous,"Mavrogenis, Spyridon",,Ὁποῖον ἄρα τὸ τῷ πολιτισμῷ προσφορώτερον κλίμα,Which climate is therefore more conducive to civilization,352,,"Geography, Sociology",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Ἀθ. Πετρίδου,Ath. Petridou,"Petridis, Athanasios",,Γλωσσολογικαὶ παρατηρήσεις ἐπὶ τοῦ συγγράμματος τοῦ Α. Γ. Πασπάτη περὶ μεταναστεύσεως τῶν Ἀτσιγγάνων,Linguistic observations on the book of A. G. Paspatis on the migration of the Gypsies,360-361,,"Linguistics, Ethnology",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Γ. Κατσελίδου,G. Katselidou,"Katselidis, Georgios",,Περὶ ἀποίκων καὶ ἐποίκων παρ' Ἕλλησιν ἐν τοῖς καθ' ἡμᾶς χρόνοις,On colonists and settlers among Greeks in our times,362,,"History, Sociology",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1884),VOLUME 16 (1884),,,Ἡρ. Βασιάδου,Ir. Vasiadou,"Vasiadou, Iraklis",,Περὶ τῆς ἰδέας τῆς προόδου κατὰ τοὺς ἀρχαίους,On the idea of progress according to the ancients,369,,"Philosophy, Classics",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1885),VOLUME 16 (1885),§ Ἀρχαιολογικὸν παράρτημα ΙΣΤ' τόμου 1885,§ Archaeological appendix of volume 16 1885,G. G. Curtius - Σ. Ἀριστάρχου,G. G. Curtius - S. Aristarchou,"Curtius, G. G.; Aristarchos, S.",,Ἀνέκδοτοι ἐπιγραφαὶ Βυζαντίου μετὰ Ε' πινάκων,Unpublished inscriptions of Byzantium with 5 plates,142,,"Archaeology, Epigraphy, Byzantine Studies",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1885),VOLUME 16 (1885),§ Παράρτημα ΙΣΤ' τόμου (1885). Παλαιογραφικὸν δελτίον.,§ Appendix of volume 16 (1885). Paleographical bulletin.,Α. Παπαδοπούλου Κεραμέως,A. Papadopoulou Kerameos,"Papadopoulos-Kerameus, Athanasios",,Συνοπτικὴ ἔκθεσις παλαιογραφικῶν ἐρευνῶν ἔν τε Κ)πόλει καὶ ἐν ταῖς χώραις τοῦ Πόντου,Brief report of paleographical research in Constantinople and in the regions of Pontus,3,,"Paleography, History",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1885),VOLUME 16 (1885),§ Παράρτημα ΙΣΤ' τόμου (1885). Παλαιογραφικὸν δελτίον.,§ Appendix of volume 16 (1885). Paleographical bulletin.,Α. Παπαδοπούλου Κεραμέως,A. Papadopoulou Kerameos,"Papadopoulos-Kerameus, Athanasios",,Ἰουλιανοῦ αὐτοκράτορος ἐπιστολαὶ ἀνέκδοτοι μετὰ προλεγομένων καὶ κριτικῶν σημειωμάτων,Unpublished letters of Emperor Julian with prolegomena and critical notes,9-35,,"Paleography, History, Classics",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1885),VOLUME 16 (1885),§ Παράρτημα ΙΣΤ' τόμου (1885). Παλαιογραφικὸν δελτίον.,§ Appendix of volume 16 (1885). Paleographical bulletin.,Α. Παπαδοπούλου Κεραμέως,A. Papadopoulou Kerameos,"Papadopoulos-Kerameus, Athanasios",,"Λιβανίου ἐπιστολαί, αἰσώπειοι (καὶ ἰγνατιακοὶ) μῦθοι καὶ αὐτόγραφοι ἐπιστολαὶ Νικολάου Καβάσιλα ἐν τρισὶ κεφαλαίοις, οἷς προσήρτηνται πίνακες ἀναφερόμενοι εἰς τὸ περιεχόμενον τοῦ 167 ἀναμίκτου κώδικος τῆς ἐν Χάλκῃ μονῆς τῆς Θεοτόκου","Letters of Libanius, Aesopic (and Ignatian) fables and autograph letters of Nikolaos Kavasilas in three chapters, to which are attached tables referring to the content of the 167 miscellaneous codex of the monastery of the Theotokos in Halki","36, 64",,"Paleography, Literature, History",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1885),VOLUME 16 (1885),§ Παράρτημα ΙΣΤ' τόμου (1885). Παλαιογραφικὸν δελτίον.,§ Appendix of volume 16 (1885). Paleographical bulletin.,Α. Παπαδοπούλου Κεραμέως,A. Papadopoulou Kerameos,"Papadopoulos-Kerameus, Athanasios",,Ἀντιβολὴ τοῦ ὑπὸ W. Vagner ἐκδοθέντος Πουλουλόγου πρὸς λεσβιακόν τινα κώδικα,Collation of Pouloulogos published by W. Vagner against a Lesbian codex,65-68,,"Paleography, Literature",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΣΤ' (1885),VOLUME 16 (1885),§ Παράρτημα ΙΣΤ' τόμου (1885). Παλαιογραφικὸν δελτίον.,§ Appendix of volume 16 (1885). Paleographical bulletin.,Α. Παπαδοπούλου Κεραμέως,A. Papadopoulou Kerameos,"Papadopoulos-Kerameus, Athanasios",,Σχόλια εἰς Αἰσχίνην,Scholia on Aeschines,69-70,,"Classics, Paleography",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),,,Κ. Ξανθοπούλου,K. Xanthopoulou,"Xanthopoulos, K.",,Τὰ ἠθικὰ Νικομάχεια τοῦ Ἀριστοτέλους,The Nicomachean Ethics of Aristotle,1-36,,"Philosophy, Classics",False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),,,Ι. Καρολίδου,I. Karolidou,"Karolidis, Pavlos",,Περὶ τῆς τῶν νεωτέρων καὶ ἰδίᾳ τῆς Σοπεναυέρου ἀπαισιοδοξίας,On the pessimism of the moderns and specifically of Schopenhauer,37-49,,Philosophy,False
image_0226_left.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),,,Α. Παπαδ. Κεραμέως,A. Papad. Kerameos,"Papadopoulos-Kerameus, Athanasios",,Συμβολαὶ εἰς τὴν ἱστορίαν τῆς νεοελληνικῆς Φιλολογίας,Contributions to the history of Modern Greek Philology,50-93,,"Philology, History",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),,,Α. Παπαδ. Κεραμέως,A. Papad. Kerameos,A. Papadopoulos-Kerameus,,"(Επιστολαὶ Μανουὴλ Κορινθίου, Ἰωάννου Κορέσση, Διονυσίου Ἱερομονάχου, Γεωργίου τοῦ Αἰτωλοῦ, Δαμασκηνοῦ Στουδίτου, Μαξίμου Μαργουνίου, Μελετίου τοῦ Πηγᾶ, Διονυσίου Ἡρακλείας, Νεοφύτου Ροδινοῦ, Λαυρεντίου τοῦ Καββάκου, Γεωργίου Μοσχετίου, Παϊσίου Λιγαρίδου, Νεκταρίου Ἱεροσολύμων, Βησσαρίωνος Μακρῆ, Σωφρονίου Δαρακίου μετὰ βιογραφικῶν σημειώσεων)","(Letters of Manuel of Corinth, John Koressis, Dionysius the Hieromonk, George of Aetolia, Damaskenos the Studite, Maximus Margunius, Meletius Pegas, Dionysius of Heraclea, Neophytus Rodinos, Laurentius Kabbakos, George Moschetios, Paisius Ligarides, Nectarius of Jerusalem, Bessarion Makres, Sophronius Darakios with biographical notes)",91-116,,"History, Theology, Biography",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),,,Κ. Μακρῆ,K. Makre,K. Makris,,Περὶ τοῦ μεταξοσκώληκος καὶ τῶν ἀσθενειῶν αὐτοῦ,On the silkworm and its diseases,117-130,,"Biology, Agriculture",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),,,Φιλολ. Ἐπιτροπῆς,Philol. Epitropes,Philological Committee,,Ἔκθεσις περὶ τοῦ Ζωγραφείου ἀγῶνος,Report on the Zographeion competition,131-138,,"Education, Literature",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),,,Ἐκπ. Ἐπιτροπῆς,Ekp. Epitropes,Educational Committee,,Ἔκθεσις περὶ τοῦ Καραπανείου ἀγῶνος,Report on the Karapaneion competition,138-139,,Education,False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),,,Καραπ. ἀγῶνος,Karap. agonos,Karapaneion Competition,,Γενικὸν πρόγραμμα περὶ ἐκδόσεως μεθοδικῶν βιβλίων πρὸς χρῆσιν τῶν δημοτικῶν βιβλίων,General program for the publication of methodical books for the use of primary schools,139-144,,"Education, Publishing",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),,,Καραπ. ἀγῶνος,Karap. agonos,Karapaneion Competition,,Εἰδικὸν πρόγραμμα πρὸς σύνταξιν γραμματικῆς,Special program for the compilation of a grammar,146-146,,"Education, Linguistics",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),,,Ἀθ. Πετρίδου,Ath. Petridou,Ath. Petridis,,"Περὶ τῆς ἀνακαλύψεως τῆς ἀρχαίας πόλεως Μοραιᾶς τῶν, Μοραιοτάδας καὶ περὶ τοῦ ὀνόματος τοῦ Μωρέως","On the discovery of the ancient city of Moraias of the, Moraiotadas and on the name of Moreas",148-149,,"Archaeology, History, Toponymy",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),,,Στ. Ἀριστάρχου,St. Aristarchou,St. Aristarchos,,Περί τινος ἀνεκδότου νεαρᾶς τοῦ Φωκᾶ,On an unpublished novel of Phocas,153,,"History, Law",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),,,Μ. Παρανίκα,M. Paranika,M. Paranikas,,Περὶ τοῦ Δέρκων Διονυσίου τοῦ Σαμουρκάση (1773),"On Dionysius of Derkoi, Samourkasis (1773)","154-155, 158",,"History, Biography",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),,,Φ. Τάγη,Ph. Tage,Ph. Tagis,,Περὶ τῆς σημασίας τῶν ὀνείρων παρὰ τοῖς ἀρχαίοις,On the meaning of dreams among the ancients,156-157,,"History, Psychology, Classics",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),,,Κ. Κοντοπούλου,K. Kontopoulou,K. Kontopoulos,,Περὶ ζώντων μνημείων τῆς ὁμηρικῆς γλώσσης,On living monuments of the Homeric language,174-157,,"Linguistics, Classics",True
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),,,Ἡρ. Βασιάδου,Her. Basiadou,Her. Vasiadis,,Περὶ τοῦ Λαοκόοντος τοῦ Λεσίγγίου,On Lessing's Laocoon,189-203,,"Art History, Literature, Aesthetics",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),,,Ἡρ. Βασιάδου,Her. Basiadou,Her. Vasiadis,,Περὶ τοῦ Φιλοκτήτου τοῦ Σοφοκλέους,On Sophocles' Philoctetes,,,"Literature, Classics",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),§ Ἀρχαιολογικὸν Παράρτημα ΙΖ' τόμου (1886).,§ Archaeological Appendix of Volume 17 (1886).,Α. Π. Κεραμέως,A. P. Kerameos,A. Papadopoulos-Kerameus,,Ἔκθεσις παλαιογραφικῶν καὶ φιλολογικῶν ἐρευνῶν ἐν Θράκῃ καὶ Μακεδονίᾳ,Report on paleographical and philological research in Thrace and Macedonia,3-64,,"Paleography, Philology, History",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),§ Ἀρχαιολογικὸν Παράρτημα ΙΖ' τόμου (1886).,§ Archaeological Appendix of Volume 17 (1886).,Α. Π. Κεραμέως,A. P. Kerameos,A. Papadopoulos-Kerameus,,Ἀρχαιότητες καὶ ἐπιγραφαὶ τῆς Θρᾴκης,Antiquities and inscriptions of Thrace,65,,"Archaeology, Epigraphy",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),§ Ἀρχαιολογικὸν Παράρτημα ΙΖ' τόμου (1886).,§ Archaeological Appendix of Volume 17 (1886).,Α. Π. Κεραμέως,A. P. Kerameos,A. Papadopoulos-Kerameus,,Διαλεκτικὴ ἐπιγραφὴ Τραπεζοῦντος,Dialectical inscription of Trebizond,114,,"Epigraphy, Linguistics",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),§ Ἀρχαιολογικὸν Παράρτημα ΙΖ' τόμου (1886).,§ Archaeological Appendix of Volume 17 (1886).,Κ. Περδικίδου,K. Perdikidou,K. Perdikidis,,Περὶ τῶν ἐν Συρίᾳ Ἀγβατάνων (Ἐκβατάνων),On the Agbatana (Ecbatana) in Syria,117,,"History, Geography",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),§ Ἀρχαιολογικὸν Παράρτημα ΙΖ' τόμου (1886).,§ Archaeological Appendix of Volume 17 (1886).,Ξ. Α. Σιδεροπούλου,X. A. Sideropoulou,X. A. Sideropoulos,,Ναὸς ἱερομάρτυρος Αὐτονόμου,Church of the hieromartyr Autonomus,122,,"Archaeology, Theology, History",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),§ Ἀρχαιολογικὸν Παράρτημα ΙΖ' τόμου (1886).,§ Archaeological Appendix of Volume 17 (1886).,Ξ. Α. Σιδεροπούλου,X. A. Sideropoulou,X. A. Sideropoulos,,Περὶ Δαματρύος τῶν Βυζαντινῶν (τοῦ νῦν Ἀλὲμ τάγ),On Damatrys of the Byzantines (now Alem Dagh),126,,"History, Geography",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),§ Ἀρχαιολογικὸν Παράρτημα ΙΖ' τόμου (1886).,§ Archaeological Appendix of Volume 17 (1886).,A. Mordtmann Dr.,A. Mordtmann Dr.,A. Mordtmann,,Μολυβδόβουλα Βυζαντινὰ ἐπαρχιῶν Εὐρώπης,Byzantine lead seals of European provinces,144,,"Sigillography, History",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),§ Ἀρχαιολογικὸν Παράρτημα ΙΖ' τόμου (1886).,§ Archaeological Appendix of Volume 17 (1886).,C. G. Curtis,C. G. Curtis,C. G. Curtis,,Ἐπιγραφαὶ ἐν Μακεδονίᾳ συλλεγεῖσαι,Inscriptions collected in Macedonia,153,,"Epigraphy, Archaeology",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),§ Ἀρχαιολογικὸν Παράρτημα ΙΖ' τόμου (1886).,§ Archaeological Appendix of Volume 17 (1886).,Σάββα Ν. Διαμαντίδου,Sabba N. Diamantidou,Savvas N. Diamantidis,,Ἐπιγραφαὶ Ἰκονίου,Inscriptions of Iconium,169,,"Epigraphy, Archaeology",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),§ Ἀρχαιολογικὸν Παράρτημα ΙΖ' τόμου (1886).,§ Archaeological Appendix of Volume 17 (1886).,Βελεγράδων Ἀνθίμου,Belegradon Anthimou,Anthimos of Belgrade,,Ἐπιγραφαὶ Πελαγονείας,Inscriptions of Pelagonia,182,,"Epigraphy, Archaeology",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΖ' (1886),VOLUME 17 (1886),§ Ἀρχαιολογικὸν Παράρτημα ΙΖ' τόμου (1886).,§ Archaeological Appendix of Volume 17 (1886).,Albert L. Long,Albert L. Long,Albert L. Long,,Ἐπιγραφαὶ ἐν Μπαλτᾶ λιμάν τοῦ Βοσπόρου,Inscriptions in Balta Liman of the Bosphorus,188,,"Epigraphy, Archaeology",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΗ' (1888),VOLUME 18 (1888),,,Ι. Καρολίδου,I. Karolidou,I. Karolidis,,Δαμαϊντία καὶ Νάλος,Damaintia and Nalos,1-13,,"History, Literature",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΗ' (1888),VOLUME 18 (1888),,,Ι. Καρολίδου,I. Karolidou,I. Karolidis,,Περὶ τῶν ὁμηρικῶν παραβολῶν,On Homeric similes,14-17,,"Literature, Classics",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΗ' (1888),VOLUME 18 (1888),,,Ι. Καρολίδου,I. Karolidou,I. Karolidis,,Περὶ τῆς Ρωμαίων τύχης,On the fortune of the Romans,17-22,,"History, Classics",False
image_0226_right.png,Journal Article,ΤΟΜΟΣ ΙΗ' (1888),VOLUME 18 (1888),,,Ι. Καρολίδου,I. Karolidou,I. Karolidis,,Περὶ ἐνυπνίων,On dreams,22-24,,"Psychology, History",False
